date,portfolio_value,cumulative_pnl,drawdown
2020-03-02,100000.0,0.0,0.0
2020-03-03,100000.0,0.0,0.0
2020-03-04,99995.0,-5.0,5e-05
2020-03-05,100287.7,287.6999999999971,0.0
2020-03-06,100287.7,287.6999999999971,0.0
2020-03-09,100287.7,287.6999999999971,0.0
2020-03-10,100287.7,287.6999999999971,0.0
2020-03-11,100287.7,287.6999999999971,0.0
2020-03-12,100287.7,287.6999999999971,0.0
2020-03-13,100287.7,287.6999999999971,0.0
2020-03-16,100287.7,287.6999999999971,0.0
2020-03-17,100287.7,287.6999999999971,0.0
2020-03-18,100287.7,287.6999999999971,0.0
2020-03-19,100287.7,287.6999999999971,0.0
2020-03-20,100287.7,287.6999999999971,0.0
2020-03-23,100287.7,287.6999999999971,0.0
2020-03-24,100287.7,287.6999999999971,0.0
2020-03-25,100287.7,287.6999999999971,0.0
2020-03-26,100287.7,287.6999999999971,0.0
2020-03-27,100287.7,287.6999999999971,0.0
2020-03-30,100287.7,287.6999999999971,0.0
2020-03-31,100287.7,287.6999999999971,0.0
2020-04-01,100287.7,287.6999999999971,0.0
2020-04-02,100287.7,287.6999999999971,0.0
2020-04-03,100287.7,287.6999999999971,0.0
2020-04-06,100287.7,287.6999999999971,0.0
2020-04-07,100287.7,287.6999999999971,0.0
2020-04-08,100287.7,287.6999999999971,0.0
2020-04-09,100287.7,287.6999999999971,0.0
2020-04-10,100287.7,287.6999999999971,0.0
2020-04-13,100287.7,287.6999999999971,0.0
2020-04-14,100287.7,287.6999999999971,0.0
2020-04-15,100287.7,287.6999999999971,0.0
2020-04-16,100287.7,287.6999999999971,0.0
2020-04-17,100287.7,287.6999999999971,0.0
2020-04-20,100287.7,287.6999999999971,0.0
2020-04-21,100287.7,287.6999999999971,0.0
2020-04-22,100287.7,287.6999999999971,0.0
2020-04-23,100287.7,287.6999999999971,0.0
2020-04-24,100287.7,287.6999999999971,0.0
2020-04-27,100287.7,287.6999999999971,0.0
2020-04-28,100287.7,287.6999999999971,0.0
2020-04-29,100287.7,287.6999999999971,0.0
2020-04-30,100287.7,287.6999999999971,0.0
2020-05-01,100287.7,287.6999999999971,0.0
2020-05-04,100287.7,287.6999999999971,0.0
2020-05-05,100287.7,287.6999999999971,0.0
2020-05-06,100287.7,287.6999999999971,0.0
2020-05-07,100287.7,287.6999999999971,0.0
2020-05-08,100287.7,287.6999999999971,0.0
2020-05-11,100287.7,287.6999999999971,0.0
2020-05-12,100287.7,287.6999999999971,0.0
2020-05-13,100287.7,287.6999999999971,0.0
2020-05-14,100287.7,287.6999999999971,0.0
2020-05-15,100287.7,287.6999999999971,0.0
2020-05-18,100287.7,287.6999999999971,0.0
2020-05-19,100287.7,287.6999999999971,0.0
2020-05-20,100287.7,287.6999999999971,0.0
2020-05-21,100287.7,287.6999999999971,0.0
2020-05-22,100287.7,287.6999999999971,0.0
2020-05-25,100287.7,287.6999999999971,0.0
2020-05-26,100287.7,287.6999999999971,0.0
2020-05-27,100287.7,287.6999999999971,0.0
2020-05-28,100287.7,287.6999999999971,0.0
2020-05-29,100287.7,287.6999999999971,0.0
2020-06-01,100287.7,287.6999999999971,0.0
2020-06-02,100287.7,287.6999999999971,0.0
2020-06-03,100287.7,287.6999999999971,0.0
2020-06-04,100287.7,287.6999999999971,0.0
2020-06-05,100287.7,287.6999999999971,0.0
2020-06-08,100287.7,287.6999999999971,0.0
2020-06-09,100287.7,287.6999999999971,0.0
2020-06-10,100287.7,287.6999999999971,0.0
2020-06-11,100287.7,287.6999999999971,0.0
2020-06-12,100287.7,287.6999999999971,0.0
2020-06-15,100282.7,282.6999999999971,4.9856562669200713e-05
2020-06-16,100305.32999999999,305.3299999999872,0.0
2020-06-17,100262.98999999999,262.9899999999907,0.0004221111679707999
2020-06-18,100278.31999999999,278.31999999999243,0.00026927781405030785
2020-06-19,100128.78,128.77999999999884,0.0017601258078707121
2020-06-22,100128.78,128.77999999999884,0.0017601258078707121
2020-06-23,100128.78,128.77999999999884,0.0017601258078707121
2020-06-24,100128.78,128.77999999999884,0.0017601258078707121
2020-06-25,100128.78,128.77999999999884,0.0017601258078707121
2020-06-26,100128.78,128.77999999999884,0.0017601258078707121
2020-06-29,100128.78,128.77999999999884,0.0017601258078707121
2020-06-30,100128.78,128.77999999999884,0.0017601258078707121
2020-07-01,100128.78,128.77999999999884,0.0017601258078707121
2020-07-02,100128.78,128.77999999999884,0.0017601258078707121
2020-07-03,100128.78,128.77999999999884,0.0017601258078707121
2020-07-06,100128.78,128.77999999999884,0.0017601258078707121
2020-07-07,100128.78,128.77999999999884,0.0017601258078707121
2020-07-08,100128.78,128.77999999999884,0.0017601258078707121
2020-07-09,100128.78,128.77999999999884,0.0017601258078707121
2020-07-10,100128.78,128.77999999999884,0.0017601258078707121
2020-07-13,100128.78,128.77999999999884,0.0017601258078707121
2020-07-14,100128.78,128.77999999999884,0.0017601258078707121
2020-07-15,100128.78,128.77999999999884,0.0017601258078707121
2020-07-16,100128.78,128.77999999999884,0.0017601258078707121
2020-07-17,100128.78,128.77999999999884,0.0017601258078707121
2020-07-20,100128.78,128.77999999999884,0.0017601258078707121
2020-07-21,100128.78,128.77999999999884,0.0017601258078707121
2020-07-22,100128.78,128.77999999999884,0.0017601258078707121
2020-07-23,100128.78,128.77999999999884,0.0017601258078707121
2020-07-24,100128.78,128.77999999999884,0.0017601258078707121
2020-07-27,100128.78,128.77999999999884,0.0017601258078707121
2020-07-28,100128.78,128.77999999999884,0.0017601258078707121
2020-07-29,100128.78,128.77999999999884,0.0017601258078707121
2020-07-30,100128.78,128.77999999999884,0.0017601258078707121
2020-07-31,100128.78,128.77999999999884,0.0017601258078707121
2020-08-03,100128.78,128.77999999999884,0.0017601258078707121
2020-08-04,100128.78,128.77999999999884,0.0017601258078707121
2020-08-05,100128.78,128.77999999999884,0.0017601258078707121
2020-08-06,100128.78,128.77999999999884,0.0017601258078707121
2020-08-07,100128.78,128.77999999999884,0.0017601258078707121
2020-08-10,100128.78,128.77999999999884,0.0017601258078707121
2020-08-11,100128.78,128.77999999999884,0.0017601258078707121
2020-08-12,100128.78,128.77999999999884,0.0017601258078707121
2020-08-13,100128.78,128.77999999999884,0.0017601258078707121
2020-08-14,100128.78,128.77999999999884,0.0017601258078707121
2020-08-17,100128.78,128.77999999999884,0.0017601258078707121
2020-08-18,100128.78,128.77999999999884,0.0017601258078707121
2020-08-19,100128.78,128.77999999999884,0.0017601258078707121
2020-08-20,100128.78,128.77999999999884,0.0017601258078707121
2020-08-21,100128.78,128.77999999999884,0.0017601258078707121
2020-08-24,100128.78,128.77999999999884,0.0017601258078707121
2020-08-25,100128.78,128.77999999999884,0.0017601258078707121
2020-08-26,100128.78,128.77999999999884,0.0017601258078707121
2020-08-27,100128.78,128.77999999999884,0.0017601258078707121
2020-08-28,100128.78,128.77999999999884,0.0017601258078707121
2020-08-31,100128.78,128.77999999999884,0.0017601258078707121
2020-09-01,100128.78,128.77999999999884,0.0017601258078707121
2020-09-02,100128.78,128.77999999999884,0.0017601258078707121
2020-09-03,100128.78,128.77999999999884,0.0017601258078707121
2020-09-04,100128.78,128.77999999999884,0.0017601258078707121
2020-09-07,100128.78,128.77999999999884,0.0017601258078707121
2020-09-08,100128.78,128.77999999999884,0.0017601258078707121
2020-09-09,100128.78,128.77999999999884,0.0017601258078707121
2020-09-10,100128.78,128.77999999999884,0.0017601258078707121
2020-09-11,100128.78,128.77999999999884,0.0017601258078707121
2020-09-14,100128.78,128.77999999999884,0.0017601258078707121
2020-09-15,100128.78,128.77999999999884,0.0017601258078707121
2020-09-16,100128.78,128.77999999999884,0.0017601258078707121
2020-09-17,100128.78,128.77999999999884,0.0017601258078707121
2020-09-18,100128.78,128.77999999999884,0.0017601258078707121
2020-09-21,100128.78,128.77999999999884,0.0017601258078707121
2020-09-22,100128.78,128.77999999999884,0.0017601258078707121
2020-09-23,100128.78,128.77999999999884,0.0017601258078707121
2020-09-24,100128.78,128.77999999999884,0.0017601258078707121
2020-09-25,100128.78,128.77999999999884,0.0017601258078707121
2020-09-28,100128.78,128.77999999999884,0.0017601258078707121
2020-09-29,100128.78,128.77999999999884,0.0017601258078707121
2020-09-30,100128.78,128.77999999999884,0.0017601258078707121
2020-10-01,100128.78,128.77999999999884,0.0017601258078707121
2020-10-02,100128.78,128.77999999999884,0.0017601258078707121
2020-10-05,100128.78,128.77999999999884,0.0017601258078707121
2020-10-06,100128.78,128.77999999999884,0.0017601258078707121
