date,portfolio_value,cumulative_pnl,drawdown
2020-03-02,50000.0,0.0,0.0
2020-03-03,50000.0,0.0,0.0
2020-03-04,49995.0,-5.0,0.0001
2020-03-05,50212.6,212.59999999999854,0.0
2020-03-06,50195.96,195.95999999999913,0.0003313909257835567
2020-03-09,50167.479999999996,167.47999999999593,0.0008985792410670354
2020-03-10,50380.08,380.08000000000175,0.0
2020-03-11,50380.08,380.08000000000175,0.0
2020-03-12,50380.08,380.08000000000175,0.0
2020-03-13,50380.08,380.08000000000175,0.0
2020-03-16,50380.08,380.08000000000175,0.0
2020-03-17,50380.08,380.08000000000175,0.0
2020-03-18,50380.08,380.08000000000175,0.0
2020-03-19,50380.08,380.08000000000175,0.0
2020-03-20,50380.08,380.08000000000175,0.0
2020-03-23,50380.08,380.08000000000175,0.0
2020-03-24,50380.08,380.08000000000175,0.0
2020-03-25,50380.08,380.08000000000175,0.0
2020-03-26,50380.08,380.08000000000175,0.0
2020-03-27,50380.08,380.08000000000175,0.0
2020-03-30,50380.08,380.08000000000175,0.0
2020-03-31,50380.08,380.08000000000175,0.0
2020-04-01,50380.08,380.08000000000175,0.0
2020-04-02,50380.08,380.08000000000175,0.0
2020-04-03,50380.08,380.08000000000175,0.0
2020-04-06,50380.08,380.08000000000175,0.0
2020-04-07,50380.08,380.08000000000175,0.0
2020-04-08,50380.08,380.08000000000175,0.0
2020-04-09,50380.08,380.08000000000175,0.0
2020-04-10,50380.08,380.08000000000175,0.0
2020-04-13,50380.08,380.08000000000175,0.0
2020-04-14,50380.08,380.08000000000175,0.0
2020-04-15,50380.08,380.08000000000175,0.0
2020-04-16,50380.08,380.08000000000175,0.0
2020-04-17,50380.08,380.08000000000175,0.0
2020-04-20,50380.08,380.08000000000175,0.0
2020-04-21,50380.08,380.08000000000175,0.0
2020-04-22,50380.08,380.08000000000175,0.0
2020-04-23,50380.08,380.08000000000175,0.0
2020-04-24,50380.08,380.08000000000175,0.0
2020-04-27,50380.08,380.08000000000175,0.0
2020-04-28,50380.08,380.08000000000175,0.0
2020-04-29,50380.08,380.08000000000175,0.0
2020-04-30,50380.08,380.08000000000175,0.0
2020-05-01,50380.08,380.08000000000175,0.0
2020-05-04,50380.08,380.08000000000175,0.0
2020-05-05,50380.08,380.08000000000175,0.0
2020-05-06,50380.08,380.08000000000175,0.0
2020-05-07,50380.08,380.08000000000175,0.0
2020-05-08,50380.08,380.08000000000175,0.0
2020-05-11,50380.08,380.08000000000175,0.0
2020-05-12,50380.08,380.08000000000175,0.0
2020-05-13,50380.08,380.08000000000175,0.0
2020-05-14,50380.08,380.08000000000175,0.0
2020-05-15,50380.08,380.08000000000175,0.0
2020-05-18,50380.08,380.08000000000175,0.0
2020-05-19,50380.08,380.08000000000175,0.0
2020-05-20,50380.08,380.08000000000175,0.0
2020-05-21,50380.08,380.08000000000175,0.0
2020-05-22,50380.08,380.08000000000175,0.0
2020-05-25,50380.08,380.08000000000175,0.0
2020-05-26,50380.08,380.08000000000175,0.0
2020-05-27,50380.08,380.08000000000175,0.0
2020-05-28,50380.08,380.08000000000175,0.0
2020-05-29,50380.08,380.08000000000175,0.0
2020-06-01,50380.08,380.08000000000175,0.0
2020-06-02,50380.08,380.08000000000175,0.0
2020-06-03,50380.08,380.08000000000175,0.0
2020-06-04,50380.08,380.08000000000175,0.0
2020-06-05,50380.08,380.08000000000175,0.0
2020-06-08,50380.08,380.08000000000175,0.0
2020-06-09,50380.08,380.08000000000175,0.0
2020-06-10,50380.08,380.08000000000175,0.0
2020-06-11,50380.08,380.08000000000175,0.0
2020-06-12,50380.08,380.08000000000175,0.0
2020-06-15,50380.08,380.08000000000175,0.0
2020-06-16,50380.08,380.08000000000175,0.0
2020-06-17,50380.08,380.08000000000175,0.0
2020-06-18,50380.08,380.08000000000175,0.0
2020-06-19,50380.08,380.08000000000175,0.0
2020-06-22,50380.08,380.08000000000175,0.0
2020-06-23,50380.08,380.08000000000175,0.0
2020-06-24,50375.08,375.08000000000175,9.92455748383091e-05
2020-06-25,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-06-26,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-06-29,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-06-30,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-01,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-02,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-03,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-06,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-07,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-08,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-09,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-10,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-13,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-14,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-15,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-16,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-17,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-20,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-21,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-22,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-23,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-24,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-27,50169.920000000006,169.92000000000553,0.0041714900016037336
2020-07-28,50164.92000000001,164.9200000000128,0.004270735576441898
2020-07-29,50207.47000000001,207.47000000000844,0.003426155734567974
2020-07-30,50250.39000000001,250.3900000000067,0.0025742317201559633
2020-07-31,50246.69000000001,246.6900000000096,0.0026476734455362543
2020-08-03,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-04,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-05,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-06,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-07,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-10,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-11,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-12,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-13,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-14,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-17,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-18,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-19,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-20,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-21,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-24,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-25,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-26,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-27,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-28,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-08-31,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-01,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-02,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-03,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-04,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-07,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-08,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-09,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-10,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-11,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-14,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-15,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-16,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-17,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-18,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-21,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-22,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-23,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-24,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-25,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-28,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-29,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-09-30,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-01,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-02,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-05,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-06,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-07,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-08,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-09,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-12,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-13,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-14,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-15,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-16,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-19,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-20,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-21,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-22,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-23,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-26,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-27,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-28,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-29,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-10-30,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-02,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-03,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-04,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-05,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-06,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-09,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-10,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-11,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-12,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-13,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-16,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-17,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-18,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-19,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-20,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-23,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-24,49960.490000000005,-39.50999999999476,0.008328490149281154
2020-11-25,49955.490000000005,-44.50999999999476,0.008427735724119463
2020-11-26,49754.97,-245.02999999999884,0.012407880257435092
2020-11-27,49754.97,-245.02999999999884,0.012407880257435092
2020-11-30,49754.97,-245.02999999999884,0.012407880257435092
2020-12-01,49754.97,-245.02999999999884,0.012407880257435092
2020-12-02,49754.97,-245.02999999999884,0.012407880257435092
2020-12-03,49754.97,-245.02999999999884,0.012407880257435092
2020-12-04,49754.97,-245.02999999999884,0.012407880257435092
2020-12-07,49754.97,-245.02999999999884,0.012407880257435092
2020-12-08,49754.97,-245.02999999999884,0.012407880257435092
2020-12-09,49754.97,-245.02999999999884,0.012407880257435092
2020-12-10,49754.97,-245.02999999999884,0.012407880257435092
2020-12-11,49754.97,-245.02999999999884,0.012407880257435092
2020-12-14,49754.97,-245.02999999999884,0.012407880257435092
2020-12-15,49754.97,-245.02999999999884,0.012407880257435092
2020-12-16,49754.97,-245.02999999999884,0.012407880257435092
2020-12-17,49754.97,-245.02999999999884,0.012407880257435092
2020-12-18,49754.97,-245.02999999999884,0.012407880257435092
2020-12-21,49754.97,-245.02999999999884,0.012407880257435092
2020-12-22,49754.97,-245.02999999999884,0.012407880257435092
2020-12-23,49754.97,-245.02999999999884,0.012407880257435092
2020-12-24,49754.97,-245.02999999999884,0.012407880257435092
2020-12-25,49754.97,-245.02999999999884,0.012407880257435092
2020-12-28,49754.97,-245.02999999999884,0.012407880257435092
2020-12-29,49754.97,-245.02999999999884,0.012407880257435092
2020-12-30,49754.97,-245.02999999999884,0.012407880257435092
2020-12-31,49754.97,-245.02999999999884,0.012407880257435092
2021-01-01,49754.97,-245.02999999999884,0.012407880257435092
2021-01-04,49754.97,-245.02999999999884,0.012407880257435092
2021-01-05,49754.97,-245.02999999999884,0.012407880257435092
2021-01-06,49754.97,-245.02999999999884,0.012407880257435092
2021-01-07,49754.97,-245.02999999999884,0.012407880257435092
2021-01-08,49754.97,-245.02999999999884,0.012407880257435092
2021-01-11,49749.97,-250.02999999999884,0.012507125832273402
2021-01-12,49771.14,-228.86000000000058,0.012086920068408035
2021-01-13,49548.35,-451.65000000000146,0.01650910439205343
2021-01-14,49548.35,-451.65000000000146,0.01650910439205343
2021-01-15,49548.35,-451.65000000000146,0.01650910439205343
2021-01-18,49548.35,-451.65000000000146,0.01650910439205343
2021-01-19,49548.35,-451.65000000000146,0.01650910439205343
2021-01-20,49548.35,-451.65000000000146,0.01650910439205343
2021-01-21,49548.35,-451.65000000000146,0.01650910439205343
2021-01-22,49543.35,-456.65000000000146,0.016608349966891738
2021-01-25,49703.72,-296.27999999999884,0.013425147399527762
2021-01-26,49436.049999999996,-563.9500000000044,0.01873816000292191
2021-01-27,49452.869999999995,-547.1300000000047,0.018404297889165845
2021-01-28,49341.149999999994,-658.8500000000058,0.020621841013353046
2021-01-29,49341.149999999994,-658.8500000000058,0.020621841013353046
2021-02-01,49341.149999999994,-658.8500000000058,0.020621841013353046
2021-02-02,49341.149999999994,-658.8500000000058,0.020621841013353046
